/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_31.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_32.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_33.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_34.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_35.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_36.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_37.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_38.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_39.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_40.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_41.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_42.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_43.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_44.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_45.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_46.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_47.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_48.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_49.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_50.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_51.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_52.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_53.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_54.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_55.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_56.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_57.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_58.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_59.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_60.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_61.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_62.png, man pick up a box on top of another box
/media/nikepupu/HD-MSEE010/CAD120/Subject5_rgbd_images/arranging_objects/0504235245/RGB_63.png, man pick up a box on top of another box
